KEY1;PAT_Seq_ID;Country;CROP_SEASON;SEASON_NO;OLD_PAT_ID;TRIAL_NAME;TRIAL_TYPE;TRIAL_INSTANCE;NOTES_4_EXCLUDE;Trial_Operator;Org_Partner;Org_Partner_Type;Org_Partner_Country;Org_Partner_Status;LOCATION_NAME;MACRO_REGION;LOCATION_ID;SITE_NAME;Org_Abbrev_3_letters;REP_NO;BLOCK_NO;PLOT_NO;ENTRY_NO;Crop_Variety;Commercial1_Commercial2;Control;PAT_GID;PL_EMERG_COUNT;PL_EMERG_PCT;FLW_DATE;FLW_DAYS;FLW_CL;Leaf_shape_R1;PUB_CL;MAT_DATE;MAT_DAYS;PL_Lodging;Podding_MAT;Pod_Shattering;R8_PL_Height;NET_PLOT_AREA;NET_PLOT_YLD;WGT_100_SEEDS;MOIST_PCT;GRAIN_YLD_13PCT;AGRONOMICS;R6_BB_Sev;R6_BP_Sev;R6_BS_Sev;R6_BTS_Sev;R6_CLB_Sev;R6_DM_Sev;R6_MLS_Sev;R6_FELS_Sev;R6_RLB_Sev;R6_RUST_Sev;R6_RUST_RRT;R6_Others_Sev;PROTEIN;OIL;Hilum;PLANT_DATE;HARV_DATE;SITE_LAT;SITE_LONG;SITE_ALT;IRRIGATION;TRIAL_STATUS;Org_Source;Org_Source_Type;Org_Source_Country;Org_Acronym
S20_2_ZW_SCL10Banket_SCL6TGx 2014-21FM2;1180589094;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;4;60;6;TGx 2014-21FM;;No;132;0;0;;52;;;;;0;0;0;0;114;5;0;0;0;4643,33;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL13S1180/5/542;-117540261;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;5;61;13;S1180/5/54;;No;124;0;0;;52;;;;;0;0;0;0;90;5;0;0;0;5016,92;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL32N3902;1838240641;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;5;62;32;N390;;No;144;0;0;;52;;;;;0;0;0;0;85;5;0;0;0;5544,77;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL11S1079/6/72;-1294860229;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;5;63;11;S1079/6/7;;No;67;0;0;;60;;;;;0;0;0;0;113;5;0;0;0;5070,81;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL14S1195/6/1052;-1966805120;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;5;64;14;S1195/6/105;;No;173;0;0;;52;;;;;0;0;0;0;100;5;0;0;0;5184,24;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL19SC SERENADE2;-70517548;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;5;65;19;SC SERENADE;;No;71;0;0;;52;;;;;0;0;0;0;97;5;0;0;0;5411,24;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL3TGx 2002-35FM2;-1733681562;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;5;66;3;TGx 2002-35FM;;No;129;0;0;;52;;;;;0;0;0;0;90;5;0;0;0;4700,06;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL36SCS-12;1394838703;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;6;67;36;SCS-1;;No;13;0;0;;60;;;;;0;0;0;0;108;5;0;0;0;5037,19;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S20_2_ZW_SCL10Banket_SCL8TGx 2000-26FZ2;-1118584271;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;6;68;8;TGx 2000-26FZ;;No;215;0;0;;60;;;;;0;0;0;0;101;5;0;0;0;3654,44;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL16SC SAGA2;-377358917;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;6;69;16;SC SAGA;;Yes;12;0;0;;52;;;;;0;0;0;0;105;5;0;0;0;5336,42;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL5TGx 2014-16FM2;663640196;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;6;70;5;TGx 2014-16FM;;No;131;0;0;;52;;;;;0;0;0;0;110;5;0;0;0;3918,1;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL21SC SIGNAL2;1889981953;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;6;71;21;SC SIGNAL;;Yes;103;0;0;;52;;;;;0;0;0;0;120;5;0;0;0;5541,81;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL2TGx 2001-24FM2;-1688529733;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;2;6;72;2;TGx 2001-24FM;;No;128;0;0;;52;;;;;0;0;0;0;122;5;0;0;0;3924,42;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL32N3903;-1927196653;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;1;73;32;N390;;No;144;0;0;;44;;;;;0;0;0;0;80;5;0;0;0;4086,97;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL9TGx 2002-3DM3;-1423567462;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;1;74;9;TGx 2002-3DM;;No;169;0;0;;60;;;;;0;0;0;0;105;5;0;0;0;4347,42;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL7TGx 2014-33FM3;-53081640;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;1;75;7;TGx 2014-33FM;;No;221;0;0;;60;;;;;0;0;0;0;119;5;0;0;0;4015,9;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL35CLARK-63K3;-628589668;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;1;76;35;CLARK-63K;;No;9;0;0;;60;;;;;0;0;0;0;81;5;0;0;0;3005,15;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S20_2_ZW_SCL10Banket_SCL30K8723;-506756607;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;1;77;30;K872;;No;139;0;0;;52;;;;;0;0;0;0;85;5;0;0;0;3914,26;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL8TGx 2000-26FZ3;-411358689;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;1;78;8;TGx 2000-26FZ;;No;215;0;0;;60;;;;;0;0;0;0;115;5;0;0;0;3702;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL27Mhembwe3;-2014536369;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;2;79;27;Mhembwe;;Yes;142;0;0;;44;;;;;0;0;0;0;73;5;0;0;0;3940,09;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Crop Breeding Institute (CBI);Public;Zimbabwe;CBI (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL34S8823;410510953;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;2;80;34;S882;;No;153;0;0;;60;;;;;0;0;0;0;128;5;0;0;0;0;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL26Bimha3;-1273378359;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;2;81;26;Bimha;;Yes;136;0;0;;52;;;;;0;0;0;0;90;5;0;0;0;4185,47;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Agricultural Research Council (ARC);Public;South Africa;ARC (South Africa)
S20_2_ZW_SCL10Banket_SCL22SC SPIKE3;-985235963;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;2;82;22;SC SPIKE;;Yes;104;0;0;;52;;;;;0;0;0;0;120;5;0;0;0;5350,22;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL11S1079/6/73;96622548;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;2;83;11;S1079/6/7;;No;67;0;0;;52;;;;;0;0;0;0;110;5;0;0;0;5429,54;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL16SC SAGA3;1363245238;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;2;84;16;SC SAGA;;Yes;12;0;0;;44;;;;;0;0;0;0;103;5;0;0;0;4987,58;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL5TGx 2014-16FM3;1786588642;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;3;85;5;TGx 2014-16FM;;No;131;0;0;;52;;;;;0;0;0;0;109;5;0;0;0;4539,43;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL12S1150/5/223;1164607355;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;3;86;12;S1150/5/22;;No;92;0;0;;52;;;;;0;0;0;0;85;5;0;0;0;5115,12;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL4TGx 2002-9FM3;-1689076268;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;3;87;4;TGx 2002-9FM;;No;130;0;0;;52;;;;;0;0;0;0;100;5;0;0;0;5258,51;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL23SC1146/5/253;-964469566;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;3;88;23;SC1146/5/25;;No;175;0;0;;52;;;;;0;0;0;0;99;5;0;0;0;3839,31;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL13S1180/5/543;-738306407;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;3;89;13;S1180/5/54;;No;124;0;0;;52;;;;;0;0;0;0;95;5;0;0;0;5207,09;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL29A7733;-1067385737;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;3;90;29;A773;;No;134;0;0;;44;;;;;0;0;0;0;79;5;0;0;0;4831,36;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL25Lukanga3;755375303;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;4;91;25;Lukanga;;No;57;0;0;;52;;;;;0;0;0;0;103;5;0;0;0;4915,15;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;ZamSeed;Private;Zambia;ZamSeed (Zambia)
S20_2_ZW_SCL10Banket_SCL19SC SERENADE3;-1857921947;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;4;92;19;SC SERENADE;;No;71;0;0;;52;;;;;0;0;0;0;105;5;0;0;0;5712,63;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL2TGx 2001-24FM3;123745854;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;4;93;2;TGx 2001-24FM;;No;128;0;0;;52;;;;;0;0;0;0;125;5;0;0;0;5163,36;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL17SC SEMEKI3;1200977585;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;4;94;17;SC SEMEKI;;No;32;0;0;;52;;;;;0;0;0;0;115;5;0;0;0;5106,83;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL31M6673;1899624928;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;4;95;31;M667;;No;166;0;0;;60;;;;;0;0;0;0;90;5;0;0;0;6037,73;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL1TIKOLORE3;147428642;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;4;96;1;TIKOLORE;;No;86;0;0;;52;;;;;0;0;0;0;85;5;0;0;0;4278,91;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Department of Agricultural Research Services (DARS);Public;Malawi;DARS (Malawi)
S20_2_ZW_SCL10Banket_SCL33O2533;-500363589;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;5;97;33;O253;;No;145;0;0;;44;;;;;0;0;0;0;85;5;0;0;0;4768,18;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;CSIRO Agriculture and Food;Public;Australia;CSIRO (Australia)
S20_2_ZW_SCL10Banket_SCL6TGx 2014-21FM3;-1295007464;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;5;98;6;TGx 2014-21FM;;No;132;0;0;;52;;;;;0;0;0;0;110;5;0;0;0;5001,29;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL3TGx 2002-35FM3;-445276438;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;5;99;3;TGx 2002-35FM;;No;129;0;0;;52;;;;;0;0;0;0;98;5;0;0;0;5221,95;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL28CBI1055/6/63;-335924776;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;5;100;28;CBI1055/6/6;;No;206;0;0;;52;;;;;0;0;0;0;89;5;0;0;0;5738,43;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Crop Breeding Institute (CBI);Public;Zimbabwe;CBI (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL36SCS-13;-149080632;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;5;101;36;SCS-1;;No;13;0;0;;60;;;;;0;0;0;0;92;5;0;0;0;5195,59;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S20_2_ZW_SCL10Banket_SCL20SC SIESTA3;-1489266901;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;5;102;20;SC SIESTA;;Yes;174;0;0;;52;;;;;0;0;0;0;80;5;0;0;0;5959,39;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S20_2_ZW_SCL10Banket_SCL10TGx 2014-49FZ3;-1366463950;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;6;103;10;TGx 2014-49FZ;;No;222;0;0;;52;;;;;0;0;0;0;114;5;0;0;0;5733,25;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S20_2_ZW_SCL10Banket_SCL14S1195/6/1053;515532903;Zimbabwe;2020;2;PAT-258;S20_2_ZW_SCL10;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Banket_SCL;ME1;;;SCL;3;6;104;14;S1195/6/105;;No;173;0;0;;52;;;;;0;0;0;0;105;5;0;0;0;5571,09;YES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12/18/2020;;-176,425;30,4;1260;;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
